Name ,x,y,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial cost,Financial cost accrued,Financial vopex,Financial vopex accrued,EnvSoc cost,EnvSoc cost accrued,EnvSoc vopex,EnvSoc vopex accrued,OneOff cost,OneOff cost accrued,Carbon const,Carbon capital cost accrued,Carbon fopex,Carbon fopex cost accrued,Carbon vopex,Carbon vopex cost accrued,OneOff carbon,OneOff carbon cost accrued,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
ExDO01a,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3210_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3211_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3212_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3213_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3214_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3215_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3216_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3217_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3218_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3219_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3220_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3221_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3222_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3223_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3224_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3225_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3226_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3227_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3228_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3229_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3230_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
LEA3231_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
