Name,From,To,Type,Type_ID,OriginNode,TerminalNode,Amplitude,AmplitudeMID,AmplitudeMID_text,Unit cost,CostMID,CostMID_text,CostMethod,CostMethod_text,LowerBound,LowerBoundMID,LowerBoundMID_text,UpperBound,UpperBoundMID,UpperBoundMID_text,LowerBoundMonthlyID,LowerBoundMonthlyMID,LowerBoundMonthlyMID_text,UpperBoundMonthlyID,UpperBoundMonthlyMID,UpperBoundMonthlyMID_text,ConstrainedFlowPathname,ConstrainedFlowPathnameMID,ConstrainedFlowPathnameMID_text,LowerBoundPathname,LowerBoundPathnameMID,LowerBoundPathnameMID_text,UpperBoundPathname,UpperBoundPathnameMID,UpperBoundPathnameMID_text,ConstraintMethod,ConstraintMethod_text,AuthorID,AuthorID_text,Categories,Boundary,Description
SR-ASF_T20,SR-ASF,T20SFPU,Diversion,3,794,822,1,,,185,2334,,2,Constant,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,13,Stacy Tanaka,33,0,SFPUC Local Storage Release
SR-ASF_T7,SR-ASF,T7SCV,Diversion,3,794,858,1,,,148,2335,,2,Constant,0,,,13.5,2336,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,13,Stacy Tanaka,33,0,Transfer from SFPUC to Santa Clara Valley
SR-BBL_C9,SR-BBL,C9,Diversion,3,263,72,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,/UCD CAP4/SR-BBL_C9/FLOW_FXC(KAF)/01JAN1920/1MON/DWRSIM 514 ID76/,501,Input to CP76 from DWRSIM Run 514,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,11,0,Reservoir release from Black Butte Dam to Stony Creek
SR-BBL_CN1,SR-BBL,CN1,Diversion,3,263,73,1,,,1480000,,,1,None,0,,,3.40E+38,,,,,,,,,/UCD CAP4/SR-BBL_CN/FLOW_FXC(KAF)//1MON/CALIB FLOW V45 081000/,,,,,,,,,54,ConstrainedTimeSeries,13,Stacy Tanaka,11,0,Calibration link
SR-BBL_SR-BBL,SR-BBL,SR-BBL,Storage Link,6,263,263,1,106,none,0,,,3,Time Dependant,10,107,Dead storage,3.40E+38,108,0,,,,6,110,Computed as a monthly average of the top of the conservation pool measurements provided by Mr. Johonnet for 1964-1998,,,,,,,/UCD CAP1/SR-BBL/STOR_UBC(KAF)//1MON/BLACK BUTTE RESERVOIR/,109,See BDN4.doc,32,ConstantLowerBound+MonthlyUpperBound,7,Brad Newlin,11,0,Black Butte Lake Storage Link
SR-BVLB_D859,SR-BVLB,D859,Diversion,3,795,507,1,,,0,,,1,None,0,,,14.5,2410,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,New BV Lake pumping plant.  SR-BLV_ D859 (240 cfs;14.5 KAF/mo) -JH 4/2006
SR-BVLB_SR-BVLB,SR-BVLB,SR-BVLB,Storage Link,6,795,795,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,44,0,Tulare Lake Bed storage link
SR-CFW_C308,SR-CFW,C308,Diversion,3,264,36,1,366,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Resevoir release from Camp Far West Dam to Bear River
SR-CFW_SR-CFW,SR-CFW,SR-CFW,Storage Link,6,264,264,1,117,No Losses,0,,,3,Time Dependant,1,118,RL1 Card for HEC-3 Camp Far West Reservoir: Dead storage,103,119,RL4 Card for HEC-3 Camp Far West Reservoir: Top conservation storage,,,,,,,/UCD CAP4/SR-CFW/STOR_FXC(KAF)//1MON/A03B19 RESULT/,120,From optimized calibration result in A03B19 with evap turned off and calibration flows undefined.,,,,,,,22,ConstantLowerBound+ConstantUpperBound,13,Stacy Tanaka,22,0,Camp Far West Res Storage Link
SR-CL-IVR_C150,SR-CL-IVR,C150,Diversion,3,265,10,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Reservoir release from Indian Valley/Clear Lake to Cache Creek
SR-CL-IVR_SR-CL-IVR,SR-CL-IVR,SR-CL-IVR,Storage Link,6,265,265,1,127,0,0,,,3,Time Dependant,0,128,See BDN4.doc,3.40E+38,129,0,,,,7,132,0,/UCD CAP4/SR-CL-IVR/STOR_FXC(KAF)//1MON/A03B19 RESULT/,130,From optimized calibration result in A03B19 with evap turned off and calibration flows undefined.,,,,,131,0,32,ConstantLowerBound+MonthlyUpperBound,7,Brad Newlin,22,0,Clear Lake & Indian Valley Reservoir Storage Link
SR-CR1_C141,SR-CR1,C141,Diversion,3,796,319,1,,,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,5,0,First priority water to Palo Verde Ag - Policy 4a
SR-CR1_Sink G38,SR-CR1,Sink G38,Diversion,3,796,753,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,5,0,outlet for excess Colorado River water - Policy 4a
SR-CR1_SR-CR1,SR-CR1,SR-CR1,Storage Link,6,796,796,1,,,0,,,1,None,0,,,3.40E+38,,,,,,97,1043,0,,,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,5,0,Storage Link - first priority Colorado water -Policy 4a
SR-CR2_C143,SR-CR2,C143,Diversion,3,797,321,1,,,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,5,0,Second priority water to AA canal users -Policy 4a
SR-CR2_SR-CR1,SR-CR2,SR-CR1,Diversion,3,797,796,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,/UCD CAP4/SR-CR2_SR-CR1/FLOW(KAF)/01JAN1990/1MON/PVID CONSTRAINED DELIVERY/,2337,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,5,0,diversion from 2nd (IID and CVWD) to 1st  priority (PVID) Colorado River - Policy 4a
SR-CR2_SR-CR2,SR-CR2,SR-CR2,Storage Link,6,797,797,1,,,0,,,1,None,0,,,3.40E+38,,,,,,98,1044,0,,,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,5,0,Storage Link - second  priority Colorado water -Policy 4a
SR-CR3_C134,SR-CR3,C134,Diversion,3,798,314,1,1282,0,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,5,0,Colorado River (unconstrained)
SR-CR3_SR-CR2,SR-CR3,SR-CR2,Diversion,3,798,797,1,,,0,,,1,None,0,,,0,,,,,,,,,/UCD CAP4/SR-CR3_SR-CR2/FLOW(KAF)/01JAN1920/1MON/AG CONSTRAINED DELIVERY/,,,,,,,,,21,NoLowerBound+ConstantUpperBound,4,Mimi Jenkins,5,0,diversion from 3rd (MWD) to 2nd and 1st priority of Colorado River water - Policy 4a
SR-CR3_SR-CR3,SR-CR3,SR-CR3,Storage Link,6,798,798,1,1047,0,0,,,1,None,0,,,4400,1048,Technical Memo: BDN2,,,,99,1049,0,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,7,Brad Newlin,5,0,Colorado River Storage Storage Link
SR-CR_C38,SR-CR,C38,Diversion,3,266,49,1,426,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,/UCD CECT/SR-CR_C38/FLOW_LBC(KAF)//1MON/CALSIM II 2001G-ARC C91/,427,minimum instream flow requirement,,,,14,LowerBoundTimeSeries+NoUpperBound,13,Stacy Tanaka,22,0,Mokel. River Reach
SR-CR_SR-CR,SR-CR,SR-CR,Storage Link,6,266,266,1,139,No Losses,0,,,3,Time Dependant,4,140,Mim. Stg. for SANJASM node 175,3.40E+38,,,,,,,,,/UCD CAP4/SR-CR/FLOW_FXC(KAF)//1MON/SANJASM NAA CP175/,141,Storage output from SANJASM Run 3.66,,,,/UCD CAP1/SR-CR/STOR(KAF)//1MON/CAMANCHE RES-SANJASM_92/,142,Monthly TS for SANJASM CP 175: Water year 1993 is average of other data,42,ConstantLowerBound+UpperBoundTimeSeries,8,Brian Van Lienden,22,0,Camanche Res Storage Link
SR-DV_SR-DV,SR-DV,SR-DV,Storage Link,6,799,799,1,1055,0,0,,,3,Time Dependant,230.3999939,1056,Emergency storage pool,825,1057,0,,,,,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,6,Jay Lund,5,0,Storage Link Eastside Reservoir (Lake Domenigoni)
SR-DV_WadsPMP,SR-DV,WadsPMP,Diversion,3,799,536,1,,,0,,,1,None,0,,,0,,,,,,366,2434,,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,6,Jay Lund,,0,Eastside Pipeline
SR-DV_WadsPWP,SR-DV,WadsPWP,Diversion,3,799,877,1,,,0,,,1,None,0,,,0,,,,,,367,2435,,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,6,Jay Lund,,0,Diamond Valley Forebay
SR-EBMUD_SR-EBMUD,SR-EBMUD,SR-EBMUD,Storage Link,6,267,267,1,149,0,0,,,3,Time Dependant,83,150,Emergency storage; sum of Briones; Chabot; Lafayette; San Pablo & Upper San Leandro reservoirs,3.40E+38,,,,,,8,153,"Sum of Briones; Chabot; Lafayette; San Pablo & Upper San Leandro reservoirs"" maximum storages",/UCD CAP4/SR-EBMUD/STOR_FXC(KAF)//1MON/A03B19 RESULT/,151,From optimized calibration result in A03B19 with evap turned off and calibration flows undefined.,,,,,152,"Sum of Briones; Chabot; Lafayette; San Pablo & Upper San Leandro reservoirs"" maximum storages",32,ConstantLowerBound+MonthlyUpperBound,7,Brad Newlin,22,0,EBMUD aggregate Storage Link
SR-EBMUD_T17,SR-EBMUD,T17EBMU,Diversion,3,267,279,1,,,0,803,treatment cost,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,22,0,EBMUD local storage release
SR-EL_C28,SR-EL,C28,Diversion,3,268,26,1,325,no losses,0,,,3,Time Dependant,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,13,Stacy Tanaka,22,0,Reservoir release from Englebright Dam to Yuba River
SR-EL_SR-EL,SR-EL,SR-EL,Storage Link,6,268,268,1,160,No Losses,0,,,3,Time Dependant,50,161,RL1 Card for HEC-3 Englebright Reservoir: Dead storage,3.40E+38,,,,,,9,164,RL4 Card for HEC-3 Englebright Reservoir: top conservation storage,/UCD CAP4/SR-EL/STOR_FXC(KAF)//1MON/A03B19 RESULT/,162,From optimized calibration result in A03B19 with evap turned off and calibration flows undefined.,,,,,163,RL4 Card for HEC-3 Englebright Reservoir: top conservation storage,32,ConstantLowerBound+MonthlyUpperBound,13,Stacy Tanaka,22,0,Englebright Lake Storage Link
SR-GL_SR-GL,SR-GL,SR-GL,Storage Link,6,800,800,1,,,0,,,1,None,11.5,1063,Mono Lake Committee website: www.monolake.org,47.52500153,1064,0,,,,100,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,6,Jay Lund,,0,Storage Link
SR-GL_SR-LC,SR-GL,SR-LC,Diversion,3,800,803,1,,,0,,,1,None,0,,,24.13199997,,,,,,340,2338,,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,6,Jay Lund,,0,Mono Craters Tunnel
SR-GL_SR-ML,SR-GL,SR-ML,Diversion,3,800,810,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,/SOUTH UPDT/SR-GL_SR-ML/FLOW(KAF)/01JAN1920/1MON/MONO MIN INFLOW/,2339,,,,,14,LowerBoundTimeSeries+NoUpperBound,6,Jay Lund,,0,Mono Lake Delivery
SR-HHR_C44,SR-HHR,C44,Diversion,3,801,345,1,1434,no losses,0,,,3,Time Dependant,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,13,Stacy Tanaka,33,0,Diversion from Hetch Hetchy Reservoir to Canyon Tunnel.  Kirkwood hydropower added on this link.
SR-HHR_SR-81,SR-HHR,SR-81,Diversion,3,801,793,1,2331,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,33,0,Hetch Hetchy Release to New Don Pedro Reservoir
SR-HHR_SR-HHR,SR-HHR,SR-HHR,Storage Link,6,801,801,1,1070,No Losses,0,,,3,Time Dependant,36,1071,No source could be found.  Dead storage estimated as 10% of maximum storage,360,1072,0,,,,,,,/UCD CAP4/SR-HHR/STOR(KAF)/01JAN1920/1MON/ESTIMATED V44/,1073,"Storages taken from V44 (where evaporation was ""turned off"" to force CALVIN to use a more realistic reservoir operation for the Base Case) are now fixed in the Base Case; and evaporation is turned back on (RR; A03C45).  These fixed storages will be turned off in the Ideal Market Case.",,,,,,,22,ConstantLowerBound+ConstantUpperBound,13,Stacy Tanaka,33,0,Hetch Hetchy Res Storage Link
SR-LA_Owens Valley 2 Power Plant,SR-LA,Owens2 PWP,Diversion,3,802,689,1,2284,,0,,,1,None,0,,,47.09999847,2285,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,5,0,Los Angeles Aqueduct
SR-LA_SR-LA,SR-LA,SR-LA,Storage Link,6,802,802,1,1080,0,0,,,1,None,10.19999981,1081,10% of maximum storage,102.5,1082,Capacity of 6 reservoirs: Pleasant Valley (3 taf); Tinemaha (16 taf); Haiwee (39 taf); Fairmont (0.5 taf); Bouquet (34 taf); and Los Angeles (10 taf),,,,,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,7,Brad Newlin,5,0,Storage Link
SR-LB_C155,SR-LB,C155,Diversion,3,269,11,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Reservoir release from Monticello Dam to Putah Creek
SR-LB_SR-LB,SR-LB,SR-LB,Storage Link,6,269,269,1,171,0,0,,,3,Time Dependant,10.30000019,172,0,1602.300049,173,0,,,,,,,/UCD CAP4/SR-LB/STOR_FXC(KAF)//1MON/A03B19 RESULT/,174,From optimized calibration result in A03B19 with evap turned off and calibration flows undefined.,,,,,,,22,ConstantLowerBound+ConstantUpperBound,7,Brad Newlin,22,0,Lake Berryessa Storage Link
SR-LC_C116,SR-LC,C116,Diversion,3,803,306,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,5,0,Upper Owens River bypass for Owens Valley 1 Power Plant
SR-LC_Owens Valley 1 Power Plant,SR-LC,Owens1 PWP,Diversion,3,803,688,1,2283,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,5,0,Middle Owens River
SR-LC_SR-LC,SR-LC,SR-LC,Storage Link,6,803,803,1,1088,0,0,,,1,None,18.29999924,1089,10% of maximum storage,183.5,1090,This is total storage,,,,,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,7,Brad Newlin,5,0,Storage Link Long Valley Reservoir (Lake Crowley)
SR-LI_C65,SR-LI,C65,Diversion,3,804,366,1,1526,none,0,,,1,None,0.200000003,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Reservoir release from Isabella Dam to Kern River
SR-LI_SR-LI,SR-LI,SR-LI,Storage Link,6,804,804,1,1096,0,0,,,3,Time Dependant,0.184,,,3.40E+38,,,,,,101,1098,See BDN8.DOC,/UCD CAP4/SR-LI/STOR_FXC(KAF)//1MON/A03E11A RESULT/,1097,"This is the optimal storage level TS result from Run A03E11a on Mimi""s machine. Done with evap turned off and Cn links open and proper persuasion PD on storage links to try to keep reservoir full during wet periods between droughts. Seems to work; now re-calibrating mass balance CN links with evap included.",,,,,,,32,ConstantLowerBound+MonthlyUpperBound,4,Mimi Jenkins,44,0,Lake Isabella Storage Link
SR-LK_C89,SR-LK,C89,Diversion,3,805,379,1,1578,none,0,,,1,None,8,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Reservoir release from Terminus Dam to Kaweah River Reach 1
SR-LK_SR-LK,SR-LK,SR-LK,Storage Link,6,805,805,1,1105,0,0,,,3,Time Dependant,0.569999993,,,3.40E+38,,,,,,102,1106,See BDN8.DOC,/UCD CAP4/SR-LK/STOR_FXC(KAF)//1MON/A03E11A RESULT/,,,,,,,,,32,ConstantLowerBound+MonthlyUpperBound,4,Mimi Jenkins,44,0,Lake Kaweah Storage Link
SR-LL-LE_C44,SR-LL-LE,C44,Diversion,3,806,345,1,1436,no losses,0,,,1,None,0,,,3.40E+38,,,,,,158,1437,Infrastructure Capacity: 155 cfs,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,13,Stacy Tanaka,33,0,Lower Cherry Creek Aqueduct
SR-LL-LE_SR-81,SR-LL-LE,SR-81,Diversion,3,806,793,1,2332,,0,,,3,Time Dependant,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,13,Stacy Tanaka,33,0,Cherry Creek inflow to Tuolumne River.  Holm hydropower added on this link.
SR-LL-LE_SR-LL-LE,SR-LL-LE,SR-LL-LE,Storage Link,6,806,806,1,1113,No Losses,0,,,3,Time Dependant,30.10000038,1114,No source could be found.  Dead storage estimated as 10% of maximum storage,301.2999878,1115,Combined storage of Lake Lloyd and Lake Eleanor,,,,,,,/UCD CAP4/SR-LL-LE/STOR(KAF)/01JAN1920/1MON/ESTIMATED V44/,1116,"Storages taken from V44 (where evaporation was ""turned off"" to force CALVIN to use a more realistic reservoir operation for the Base Case) are now fixed in the Base Case; and evaporation is turned back on (RR; A03C45).  These fixed storages are turned off in the Ideal Market Case.",,,,,,,22,ConstantLowerBound+ConstantUpperBound,13,Stacy Tanaka,33,0,Lake Lloyd/Lake Eleanor Storage Link
SR-LM_C161,SR-LM,C161,Diversion,3,807,334,1,1298,0,0,,,1,None,0,,,90.5,1299,Technical Memo BDN3,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,5,0,Upper & Lower Feeders
SR-LM_SR-LM,SR-LM,SR-LM,Storage Link,6,807,807,1,1123,0,0,,,3,Time Dependant,78.5,1124,0,182,1125,0,,,,,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,6,Jay Lund,5,0,Lake Mathews of MWDSC Storage Link
SR-LS_C57,SR-LS,C57,Diversion,3,808,359,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,2,Andy Draper,44,0,Reservoir release from Lake Success/Success Dam to Tule River Reach 2
SR-LSK_C153,SR-LSK,C153,Diversion,3,809,329,1,1362,0,0,,,1,None,0,,,36.5,,,,,,147,1363,Technical Memo BDN3,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,6,Jay Lund,5,0,San Diego Pipelines 1;2;4 & 6 (treated water; except 6)
SR-LSK_SR-LSK,SR-LSK,SR-LSK,Storage Link,6,809,809,1,1139,0,0,,,3,Time Dependant,33.79999924,1140,0,44,1141,0,,,,,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,6,Jay Lund,5,0,Lake Skinner input because of its separation of nodes and wq importance Storage Link
SR-LSK_T40,SR-LSK,T40SDMWD,Diversion,3,809,834,1,2346,,0,,,1,None,0,,,45.90000153,,,,,,341,2347,,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,6,Jay Lund,5,0,San Diego Pipelines 5 & 6 (untreated water)
SR-LS_SR-LS,SR-LS,SR-LS,Storage Link,6,808,808,1,1131,0,0,,,3,Time Dependant,0.556999981,,,3.40E+38,,,,,,103,1132,See BDN8.DOC,/UCD CAP4/SR-LS/STOR_FXC(KAF)//1MON/A03E11A RESULT/,,,,,,,,,32,ConstantLowerBound+MonthlyUpperBound,4,Mimi Jenkins,44,0,Lake Success Storage Link
SR-LV_C310,SR-LV,C310,Diversion,3,270,39,1,382,no losses,0,,,1,None,0,,,3.40E+38,,,,,,24,383,Infrastructure capacity: 200 cfs,,,,,,,,,,31,NoLowerBound+MonthlyUpperBound,8,Brian Van Lienden,22,0,Los Vaqueros Reservoir Release
SR-LV_D801,SR-LV,D801,Diversion,3,270,492,1,,,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,13,Stacy Tanaka,,0,Los Vacqueros Connection to Clifton Court
SR-LV_SR-LV,SR-LV,SR-LV,Storage Link,6,270,270,1,181,0,0,,,3,Time Dependant,72,182,This includes 70 KAF of emergency storage,104.8000031,183,0,,,,,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,6,Jay Lund,22,0,Los Vaqueros Res Storage Link
SR-ML_SR-ML,SR-ML,SR-ML,Storage Link,6,810,810,1,,,0,,,1,None,3100,,,3.40E+38,,,104,1146,assumed constraint of meeting lake level every year by the 1st of April,,,,,,,/UCD CAP1/SR-ML/STOR(KAF)/01JAN1920/1MON/MONO LK MIN/,,,,,,13,MonthlyLowerBound+NoUpperBound,6,Jay Lund,,0,Storage Link
SR-NBB_C27,SR-NBB,C27,Diversion,3,271,25,1,321,no losses,0,,,3,Time Dependant,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,13,Stacy Tanaka,22,0,Reservoir release from New Bullards Bar toYuba River
SR-NBB_SR-NBB,SR-NBB,SR-NBB,Storage Link,6,271,271,1,190,No Losses,0,,,3,Time Dependant,251,191,RL1 Card for HEC-3 New Bullards Bar Reservoir: Dead storage,3.40E+38,,,,,,10,194,RL4 Card for HEC-3 New Bullards Bar Reservoir: Top conservation storage,/UCD CAP4/SR-NBB/STOR_FXC(KAF)//1MON/A03B19 RESULT/,192,From optimized calibration result in A03B19 with evap turned off and calibration flows undefined.,,,,,193,RL4 Card for HEC-3 New Bullards Bar Reservoir: Top conservation storage,32,ConstantLowerBound+MonthlyUpperBound,13,Stacy Tanaka,22,0,New Bullards Bar Res Storage Link
SR-NHL_C40,SR-NHL,C40,Diversion,3,272,52,1,435,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,/UCD CAP1/SR-NHL_C40/FLOW_LBC(KAF)//1MON/SANJASM FWREQ CP130/,,,,,,14,LowerBoundTimeSeries+NoUpperBound,8,Brian Van Lienden,22,0,Resevoir release from New Hogan Dam to Calaveras River
SR-NHL_SR-NHL,SR-NHL,SR-NHL,Storage Link,6,272,272,1,201,No Losses,0,,,3,Time Dependant,17.5,202,Min. Stg. for SANJASM node 130 in RES.ND1,3.40E+38,,,,,,,,,/UCD CAP4/SR-NHL/FLOW_FXC(KAF)//1MON/SANJASM NAA CP130/,203,Storage output from SANJASM Run 3.66,,,,/UCD CAP1/SR-NHL/STOR(KAF)//1MON/NEW HOGAN LAKE-SANJASM_92/,204,Monthly TS data for SANJASM node 130 in FLOOD>N22; last year is average of other data,42,ConstantLowerBound+UpperBoundTimeSeries,8,Brian Van Lienden,22,0,New Hogan Lake Storage Link
SR-OL_C120,SR-OL,C120,Diversion,3,811,309,1,,,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Lower Owens river restoration water returned to LAA
SR-OL_Sink G39,SR-OL,Sink G39,Diversion,3,811,754,1,1244,0,0,,,1,None,0,,,3.40E+38,,,118,1245,estimated Owens Lake bed dust mitigation (51 taf/yr),,,,,,,,,,,,,13,MonthlyLowerBound+NoUpperBound,6,Jay Lund,5,0,Owens Lake Dust Mitigation Requirements
SR-OL_SR-OL,SR-OL,SR-OL,Storage Link,6,811,811,1,1148,0,0,,,1,None,0,,,3.40E+38,1149,0,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,5,0,Owens Lake Storage Link
SR-PF_C51,SR-PF,C51,Diversion,3,812,352,1,1479,none,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Reservoir release from Pine Flat dam to Kings River Reach 1
SR-PF_SR-PF,SR-PF,SR-PF,Storage Link,6,812,812,1,1155,0,0,,,3,Time Dependant,45.37900162,1156,assumed at 10% of maximum capacity since no data on dead storage,3.40E+38,,,,,,105,1157,See BDN8.DOC,/UCD CAP4/SR-PF/STOR_FXC(KAF)//1MON/A03E11A RESULT/,,,,,,,,,32,ConstantLowerBound+MonthlyUpperBound,4,Mimi Jenkins,44,0,Pine Flat Reservoir Storage Link
SR-PR_C39,SR-PR,C39,Diversion,3,273,50,1,431,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Diversion from Pardee Reservoir to Mokelumne River Aqueduct (EBMUD)
SR-PR_SR-CR,SR-PR,SR-CR,Diversion,3,273,266,1,802,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,22,0,Reservoir release from Pardee Dam and inflow to Camanche Reservoir
SR-PR_SR-PR,SR-PR,SR-PR,Storage Link,6,273,273,1,211,No Losses,0,,,3,Time Dependant,12.19999981,212,Minimum Storage for SANJASM node 170 in RES.ND1,3.40E+38,,,,,,11,215,From monthly TS of flood storage values for SAMJASM node 170 in FLOOD.N22,/UCD CAP4/SR-PR/FLOW_FXC(KAF)//1MON/SANJASM NAA CP170/,213,Storage output from SANJASM Run 3.66,,,,,214,From monthly TS of flood storage values for SAMJASM node 170 in FLOOD.N22,32,ConstantLowerBound+MonthlyUpperBound,8,Brian Van Lienden,22,0,Pardee Res Storage Link
SR-SCV_C315,SR-SCV,C315,Diversion,3,813,338,1,1404,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,33,0,Santa Clara Agg Res Release
SR-SCV_SR-SCV,SR-SCV,SR-SCV,Storage Link,6,813,813,1,1164,No Losses,0,,,3,Time Dependant,37,1165,No source could be found.  Thus; the dead storage is assumed to be 17 TAF (10% of storage capacity).  MJ changed 07/12/00 to 37 or approximately reduced by additional 10% to compensate for aggregation effect.,170,1166,Combination of values from 10 Santa Clara Valley Water District Reservoirs,,,,,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,8,Brian Van Lienden,33,0,Santa Clara Aggregate Storage Link
SR-SS_SR-SS,SR-SS,SR-SS,Storage Link,6,814,814,1,1173,0,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,5,0,Salton Sea Storage Link
SR-TLB_SR-TLB,SR-TLB,SR-TLB,Storage Link,6,815,815,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,4,Mimi Jenkins,44,0,Tulare Lake Bed storage link
SR-TR_D16,SR-TR,D16,Diversion,3,816,430,1,1839,no losses,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,8,Brian Van Lienden,33,0,Stanislaus River between Turlock Reservoir and Goodwin Dam
SR-TR_SR-TR,SR-TR,SR-TR,Storage Link,6,816,816,1,1179,No Losses,0,,,3,Time Dependant,11,1180,Minimum storage for SANJASM node 105 in RES.ND1,67,1181,Maximum storage for SANJASM node 105 in RES.ND1,,,,,,,,,,,,,,,,22,ConstantLowerBound+ConstantUpperBound,8,Brian Van Lienden,33,0,Turlock Res Storage Link
